,news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
318,N1367,football,"Trent Taylor not expected back in 2019, per Kyle Shanahan","Suddenly, having seven wide receivers seems genius","Trent Taylor not expected back in 2019, per Kyle Shanahan Suddenly, having seven wide receivers seems genius","[-0.030970414432314915, 0.03746834828057594, 0.033170441564005594, -0.007397813963316316, 0.08066082579320231, -0.02398228850489813, 0.03917036262275367, 0.02309575257530678, -0.06949587966004922, 0.04037618796954102]","[-0.38268452882766724, -0.16389642655849457, -0.16433070600032806, 0.0026876635383814573, -0.04384605959057808, 0.10383428633213043, -0.001838768133893609, 0.07780025899410248, 0.0037690249737352133, 0.10073636472225189]","[0.24729756627953065, -0.023777401267136598, 0.0955534584999855, 0.1360338658387919, 0.11575818574966805, -0.13128491476618684, -0.08342802557595103, 0.06756648634531517, 0.07980321024244963, 0.0021461818002968007]"
319,N62668,football,On Paper: Lions at Packers preview and prediction,A statistical breakdown and preview of the Monday night showdown between the Lions and Packers.,On Paper: Lions at Packers preview and prediction A statistical breakdown and preview of the Monday night showdown between the Lions and Packers.,"[0.11283771101029011, -0.18427586003612278, -0.14261603065257242, 0.21135167075304745, 0.13526596640860955, -0.1984733540438095, -0.1605845125170874, 0.35539326100720925, -0.15540691406985185, -0.046649174218976776]","[-0.13703632354736328, 0.3801126182079315, 0.2049795538187027, 0.05785351246595383, -0.16400441527366638, 0.0016065159579738975, -0.10105635225772858, -0.05295800790190697, -0.11088163405656815, -0.17834162712097168]","[0.0826523865839655, -0.3531575204559206, -0.11559841859959225, -0.06844550612086585, 0.03248298578814254, -0.08028597695562455, 0.058464824237457164, -0.09706591222905105, -0.1470032094103199, 0.0677316492863856]"
320,N11182,baseball,Will Smith leaves Giants for 3-year deal with Braves; is Madison Bumgarner next?,"SCOTTSDALE, Ariz.   Will Smith, a former Willie Mac Award winner and the Giants' only All-Star in 2019, signed a three-year, $40 million contract with the Braves on Thursday. Smith, 30, who had been tendered a qualifying offer from the Giants, has a $13 million club option for 2023 with a $1 million buyout. The Giants will receive a compensatory pick in the June draft for losing Smith because of the qualifying offer he was tendered   Madison...","Will Smith leaves Giants for 3-year deal with Braves; is Madison Bumgarner next? SCOTTSDALE, Ariz.   Will Smith, a former Willie Mac Award winner and the Giants' only All-Star in 2019, signed a three-year, $40 million contract with the Braves on Thursday. Smith, 30, who had been tendered a qualifying offer from the Giants, has a $13 million club option for 2023 with a $1 million buyout. The Giants will receive a compensatory pick in the June draft for losing Smith because of the qualifying offer he was tendered   Madison...","[-0.03875943305568476, 0.07301856294069757, 0.011270184998842922, -0.018354419999001552, 0.0568404471338875, 0.0016990051450139335, 0.03183340754742837, -0.014722229898868327, -0.0815421798239269, 0.07479233073961385]","[0.06450425833463669, -0.3591480851173401, 0.01298531424254179, 0.03634268045425415, -0.1490672528743744, 0.21473141014575958, 0.25295916199684143, -0.01747933030128479, -0.026640530675649643, 0.1020265743136406]","[0.13454529111527572, 0.34749845016015857, -0.07745629752844453, -0.04512458295223057, 0.02800769045104428, -0.09120666042272478, 0.0925440284606413, -0.0994615165939537, 0.12453518545008109, -0.053236788903373106]"
321,N26605,fighting,Mighty Usman Unimpressed By 'Luck' Of Masvidal,The feeling is mutual.,Mighty Usman Unimpressed By 'Luck' Of Masvidal The feeling is mutual.,"[-0.02150614107489692, 0.009860339421222402, -0.010821996737388796, -0.006820095169523255, 0.01828338991542595, -0.01302477062810985, 0.019055764487659662, -0.006173743872456744, -0.02881946521603475, -0.0014994180310282357]","[0.11067137122154236, -0.12980936467647552, 0.06373805552721024, 0.2538231611251831, 0.023958329111337662, -0.12401869893074036, 0.16403460502624512, -0.06058168411254883, -0.08682850003242493, 0.08195604383945465]","[0.023136131311448663, 0.0830607123213554, -0.03907685078275611, 0.06966637208869082, -0.0044997642216742136, 0.18242142060969063, -0.2174869641495363, 0.12236690248350217, -0.15746726834858488, 0.15183814590038094]"
322,N11899,football,'Craziest game I've ever been a part of'': Analysis from Seahawks' thrilling OT win over 49ers,"The hype ahead of the Seahawks' showdown with the 49ers called for a rebirth of a rivalry. What we got was so much more that. It was a clash of great teams, trading colossal blows. It was a kicker claiming redemption. It was the league's frontrunner for MVP going at the No. 1 defense in the NFL. And it was the other defense, the one no one trusted, emerging as one worthy of a legitimate contender. The end result? A thriller. ""That was the...","'Craziest game I've ever been a part of'': Analysis from Seahawks' thrilling OT win over 49ers The hype ahead of the Seahawks' showdown with the 49ers called for a rebirth of a rivalry. What we got was so much more that. It was a clash of great teams, trading colossal blows. It was a kicker claiming redemption. It was the league's frontrunner for MVP going at the No. 1 defense in the NFL. And it was the other defense, the one no one trusted, emerging as one worthy of a legitimate contender. The end result? A thriller. ""That was the...","[0.07377835153549375, 0.004286904827958853, 0.03323752579988605, 0.024295542356266856, 0.008093970199839668, -0.02770431157578847, -0.07810978715552623, -0.0965000335255749, 0.06410871897365449, -0.1625901978129661]","[-0.18966184556484222, 0.30614641308784485, 0.25726404786109924, -0.014213216491043568, 0.08483237773180008, -0.26054278016090393, 0.07928910851478577, -0.12748675048351288, 0.02664492093026638, 0.018793346360325813]","[-0.042309023900278846, -0.24063665949260543, -0.18199454073850924, -0.0465062624952862, -0.09743982089278677, 0.15530849156899645, -0.1901762380795058, -0.0445497108742911, 0.05924125714269846, 0.004162426757555427]"
323,N292,basketball,D'Angelo Russell: Minnesota weather played major role in turning down Wolves,"D'Angelo Russell seemed likely to join the Minnesota Timberwolves at one point this summer, but now he is revealing why he got cold feet … literally.","D'Angelo Russell: Minnesota weather played major role in turning down Wolves D'Angelo Russell seemed likely to join the Minnesota Timberwolves at one point this summer, but now he is revealing why he got cold feet … literally.","[-0.0339203067380307, -0.002382147035966235, -0.017774272124939122, -0.0329362301752267, -0.00936378460720157, -0.00972346223412232, 0.010004634013520612, -0.023684028706295285, -0.07736593492124812, 0.009816011797800325]","[0.1669616997241974, -0.2225659340620041, 0.10264874249696732, -0.35610997676849365, -0.12233597785234451, 0.03762369230389595, -0.09091489762067795, -0.00814238004386425, -0.00358042074367404, 0.0044067902490496635]","[-0.0076184839671458926, 0.15249712699702883, 0.004040510041199177, 0.2102159645079795, -0.1437039813933855, 0.04672283604836932, 0.09119230341460013, 0.0930654665199245, -0.0655092700899662, 0.03170262110234709]"
324,N34957,racing,"The iRacing #CasmUglySchemeContest has concluded, thank God, and here are the winners","Greetings, denizens of the Internet an iRacing artists, We asked you to create ugly paint schemes, and like the Octo-Mom, you over-delivered. The #CasmUglySchemeContest, in which the winner receives an amazing VIP iRacing package courtesy of iRacing, was a roaring success. So many downright hideous paint schemes were submitted. Selecting a winner was difficult. As […]","The iRacing #CasmUglySchemeContest has concluded, thank God, and here are the winners Greetings, denizens of the Internet an iRacing artists, We asked you to create ugly paint schemes, and like the Octo-Mom, you over-delivered. The #CasmUglySchemeContest, in which the winner receives an amazing VIP iRacing package courtesy of iRacing, was a roaring success. So many downright hideous paint schemes were submitted. Selecting a winner was difficult. As […]","[-0.03596436124119038, 0.019634499332471158, -0.01369314852741558, 0.0049173217761161485, 0.034945608265051095, -0.008287276792375755, 0.032064573852160494, -0.027262454600174943, -0.03482567860258014, 0.022103849511444902]","[0.19070832431316376, 0.10114458948373795, 0.057954348623752594, 0.18168434500694275, -0.026463879272341728, -0.1708415448665619, -0.06345973908901215, -0.05891172215342522, 0.07003296911716461, -0.22411832213401794]","[-0.17936522988620313, 0.12785474550529402, -0.03140727925427028, -0.3517901989139681, -0.09974351616109171, 0.060244995639265324, 0.10373137729116388, 0.13936694088030907, -0.09851072424086244, -0.10803660183548709]"
325,N55994,football,"What Patriots coach Bill Belichick is saying about Eagles fans, Carson Wentz","Not many things can get Bill Belichick talking, but his memories of coming to Philadelphia were the exceptions Tuesday. On a teleconference with reporters, Belichick, who was on the New York Giants coaching staff from 1979 to 1990, got nostalgic about the football he's watched and coached in the city. ""I always got a real nice and warm reception from the fans,"" Belichick said sarcastically. ""I ...","What Patriots coach Bill Belichick is saying about Eagles fans, Carson Wentz Not many things can get Bill Belichick talking, but his memories of coming to Philadelphia were the exceptions Tuesday. On a teleconference with reporters, Belichick, who was on the New York Giants coaching staff from 1979 to 1990, got nostalgic about the football he's watched and coached in the city. ""I always got a real nice and warm reception from the fans,"" Belichick said sarcastically. ""I ...","[0.034868996911944464, 0.15030536433439431, -0.07701913585196406, 0.022056599954552236, -0.08621538506954571, 0.007828100439640402, 0.0427767546885037, 0.03396019686780379, -0.02009655027551892, 0.1063527538489597]","[-0.28374508023262024, -0.10220777988433838, 0.1824069619178772, -0.0871085673570633, -0.10849475860595703, -0.3659909963607788, -0.10886891186237335, -0.010041764937341213, 0.1348266899585724, 0.13416816294193268]","[0.21711570604012728, -0.04470726036333966, -0.05729526998979972, -0.011852801311169657, -0.10234649458129785, 0.275791775501538, -0.09549355208770884, -0.070886930836362, -0.08055249994385912, 0.1265944987315204]"
326,N59041,basketball,Michigan basketball looked much better in win over Creighton than in opener,Michigan basketball showed marked improvement in a 79-69 win against Creighton at Crisler Center in Ann Arbor.,Michigan basketball looked much better in win over Creighton than in opener Michigan basketball showed marked improvement in a 79-69 win against Creighton at Crisler Center in Ann Arbor.,"[-0.13334438372935678, -0.05718937429889981, -0.04610970416268754, -0.08758638941997998, -0.06538869095676705, 0.018935710727736494, -0.05996755409701235, 0.042922359558210554, 0.047490156062931554, -0.05958614497221997]","[0.31121349334716797, 0.19298797845840454, -0.08888942003250122, -0.265373170375824, -0.08053319901227951, -0.10152123123407364, 0.004942211788147688, -0.009690329432487488, -0.14801694452762604, 0.21348178386688232]","[-0.3406761975423154, -0.10536072155340746, 0.054271132124649804, 0.22083748823855642, 0.09171771646168624, 0.09138057919353458, -0.00952872122605663, -0.04191009844605662, 0.025052760065852546, 0.027869112896093052]"
327,N45098,soccer,Lion Links: 11/14/19,"Quintero to Houston instead of Orlando, Camila heads to Australia, Behind the Crest with the USWNT, and more.","Lion Links: 11/14/19 Quintero to Houston instead of Orlando, Camila heads to Australia, Behind the Crest with the USWNT, and more.","[-0.020513520482164226, -0.0167269531389146, 0.03535404653231201, -0.003094053516467963, -0.038464304532086685, 0.036259056135746, 0.06030999466027717, 0.0009515729204293016, -0.04931158889290294, -0.014757321469912878]","[0.13396647572517395, -0.0758824497461319, 0.02091945894062519, 0.1414315402507782, -0.22091643512248993, 0.015679335221648216, 0.01295784767717123, 0.0022886055521667004, -0.08036761730909348, -0.16404782235622406]","[-0.053476864814760855, 0.06794762435194636, -0.042148601084055576, -0.019764942541595342, 0.09399158157552279, -0.06462460733882758, 0.09464940931635214, -0.04505871878108419, 0.1132469494685152, 0.06720404279327576]"
