news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
N20162,fighting,Luke Rockhold to test grappling skills vs. Nick Rodriguez at Polaris 12,Former UFC champion Luke Rockhold is taking his skills to the mats on Nov. 30 in Wales.,Luke Rockhold to test grappling skills vs. Nick Rodriguez at Polaris 12 Former UFC champion Luke Rockhold is taking his skills to the mats on Nov. 30 in Wales.,"[-0.061637329481838254, 0.001619992058500669, -0.11064032434001668, 0.13649413481817904, 0.07734915821357549, 0.034851367654739916, 0.015053047722605776, 0.049990435868614146, -0.009726947441531523, -0.02532463075277747]","[0.22207900881767273, 0.01092095673084259, 0.35040947794914246, 0.1866738349199295, 0.2922825813293457, 0.09360045939683914, -0.004535797983407974, 0.024235377088189125, -0.02918386273086071, 0.09550301730632782]","[0.2248891624683848, 0.17872203074157625, 0.24267279769947783, 0.16032746985801366, 0.03064651931174093, 0.038280574895414046, -0.12103878475268716, 0.10200085451969604, 0.025318554171316246, -0.030265325521066616]"
N50387,fighting,Diaz believes Masvidal was on the verge of giving up at UFC 244,Nate Diaz shares the moment he believes Jorge Masvidal gave up at UFC 244.,Diaz believes Masvidal was on the verge of giving up at UFC 244 Nate Diaz shares the moment he believes Jorge Masvidal gave up at UFC 244.,"[-0.10868039620456219, 0.00920333675761126, -0.2281141990068371, 0.36683128664474796, 0.23894138780323634, 0.14785229627978977, 0.002302342413514725, 0.0863341553286833, 0.034686250970079234, -0.11076949428740573]","[0.14943593740463257, -0.07053203880786896, 0.4241989552974701, 0.31343477964401245, 0.1315428912639618, 0.08403783291578293, -0.07314299046993256, -0.07014306634664536, -0.025326697155833244, 0.007721682079136372]","[0.13142357147365047, 0.2078436026994905, 0.3201900303927572, 0.25412702769724005, -0.16371300050863632, 0.04618928982936975, 0.00667645212820631, -0.08244231183859871, -0.11450259365500724, -0.07650422380799793]"
N46837,fighting,Chan Sung Jung thinks he's a better grappler than Brian Ortega heading into UFC on ESPN+ 23,Chan Sung Jung disagrees that jiu-jitsu is his weakness and actually thinks he's a better grappler than Brian Ortega.,Chan Sung Jung thinks he's a better grappler than Brian Ortega heading into UFC on ESPN+ 23 Chan Sung Jung disagrees that jiu-jitsu is his weakness and actually thinks he's a better grappler than Brian Ortega.,"[-0.05605336722751188, 0.002226525119485357, -0.08555002653267413, 0.1094355592853501, 0.0694885492978885, 0.056993491752961326, -0.0169785353654121, 0.027330663716364077, 0.00608302322286314, -0.0330655675877591]","[0.24351809918880463, -0.17323419451713562, 0.28331419825553894, 0.09842473268508911, 0.16182415187358856, -0.01181020587682724, 0.11405937373638153, -0.07840986549854279, 0.05903123691678047, 0.011394785717129707]","[0.12408691893321899, 0.24253030238501883, 0.24239200905629607, 0.16064785258990086, -0.07244658945231403, 0.22663404998901382, -0.11237092884292144, -0.052237921925303715, 0.058943444601928234, -0.04358598631126513]"
N26605,fighting,Mighty Usman Unimpressed By 'Luck' Of Masvidal,The feeling is mutual.,Mighty Usman Unimpressed By 'Luck' Of Masvidal The feeling is mutual.,"[-0.045518681726934865, -0.0023583325990002165, -0.06349912163581566, 0.0995131962225071, 0.0658412985972133, 0.04570354178202131, -0.011439846543216989, 0.03430506285793847, -0.002062663223244127, -0.08100960831981945]","[0.01596875675022602, -0.1211048811674118, 0.12331926822662354, 0.18104678392410278, -0.02698192000389099, 0.16035500168800354, 0.041739482432603836, -0.1875596046447754, -0.02860260382294655, -0.16782619059085846]","[0.10571771108526971, 0.24583021389946222, 0.2906078156172172, 0.2964989428400504, -0.13110405657209293, 0.08162250360556457, -0.08569786780243888, -0.21487331743490526, 0.006836647651428281, -0.02735489720121256]"
N44911,fighting,Wanderlei Silva's son set to make amateur Muay Thai debut in Brazil: 'I want to be like my father',The son of legendary PRIDE superstar Wanderlei Silva will step into a Muay Thai ring in Brazil in December.,Wanderlei Silva's son set to make amateur Muay Thai debut in Brazil: 'I want to be like my father' The son of legendary PRIDE superstar Wanderlei Silva will step into a Muay Thai ring in Brazil in December.,"[-0.04109042609224176, 0.012201829220400999, -0.0406879260793001, 0.0012344025767627887, -5.202014498772458e-05, -0.002469005791567441, 0.021402425169339205, 0.03596134785729603, -0.03592598380322883, 0.016204183673884095]","[0.2571454346179962, -0.16416975855827332, 0.2711951434612274, 0.07787244021892548, 0.20453692972660065, 0.0038709284272044897, 0.07203851640224457, 0.1522657573223114, 0.06020808219909668, 0.028935331851243973]","[0.21816085037321065, 0.28916034887641207, 0.21268029423101645, 0.09196949029369103, 0.12000874303843256, -0.006000406415900739, -0.1262898762255987, 0.07779533627477582, 0.09042714433915323, 0.13050939932835212]"
N51993,fighting,Jericho thinks people complaining about Marko Stunt are hilarious,'Over is over'.,Jericho thinks people complaining about Marko Stunt are hilarious 'Over is over'.,"[-0.03612284445909391, 0.005042224340317962, -0.03630610749304298, 0.01816171772449967, 0.0007248119139809977, 0.016723188431978644, -0.022725215165023915, 0.034026070629142105, 0.014028647897636528, -0.03856959762327257]","[0.14599677920341492, -0.11760403215885162, 0.17319808900356293, 0.12908275425434113, 0.017322732135653496, -0.16838528215885162, -0.008852682076394558, -0.05437373369932175, -0.21372853219509125, 0.025857463479042053]","[0.04476495759123166, 0.09515841761767574, 0.21655427809864902, 0.07214584987175622, -0.10628269028584644, 0.04122056281254332, 0.01236797822559131, -0.11780425733181393, -0.0019597802554836233, -0.026326041378444385]"
N36430,fighting,Jan Blachowicz predicts second-round knockout over Jacare Souza at UFC on ESPN+ 22,"Jan Blachowicz predicts second0round knockout over Jacare Souza at UFC Sao Paulo, and hopes a win earns him a title shot this time.","Jan Blachowicz predicts second-round knockout over Jacare Souza at UFC on ESPN+ 22 Jan Blachowicz predicts second0round knockout over Jacare Souza at UFC Sao Paulo, and hopes a win earns him a title shot this time.","[-0.03160601975185896, 0.05351156731213472, -0.1390519079233001, 0.20608237239087115, 0.159703182719974, -0.021772699550874613, 0.030042644232959232, 0.02588707553796906, -0.00011824641208158727, 0.07066068669040877]","[0.25217458605766296, -0.030710984021425247, 0.25927940011024475, 0.27969178557395935, 0.3010566830635071, 0.09557945281267166, -0.01706952042877674, 0.002200616057962179, 0.010473594069480896, -0.05866929143667221]","[0.1811838727171759, 0.17916391077375401, 0.24350906124149765, 0.258518101916755, -0.02231664272536656, 0.11151143034567876, -0.21890164477772442, 0.14425566740840656, 0.0014714357835228344, -0.08330480755326206]"
N24900,fighting,Bare Knuckle Knockout! Watch Gabriel Gonzaga Whup Bigfoot Silva In Tampa,"Bare Knuckle FC returned on Saturday night for their eighth show in two years, this one featuring a heavyweight showdown between UFC veterans in Tampa, Florida. Gabriel Gonzaga and Antonio Silva were both looking to prove they still had a little something left in the gas tank to give. In the end it was Gonzaga who got his hand raised after pummeling Silva and KO'ing him 1:50 into the second round. Here's highlight video of the final moments of...","Bare Knuckle Knockout! Watch Gabriel Gonzaga Whup Bigfoot Silva In Tampa Bare Knuckle FC returned on Saturday night for their eighth show in two years, this one featuring a heavyweight showdown between UFC veterans in Tampa, Florida. Gabriel Gonzaga and Antonio Silva were both looking to prove they still had a little something left in the gas tank to give. In the end it was Gonzaga who got his hand raised after pummeling Silva and KO'ing him 1:50 into the second round. Here's highlight video of the final moments of...","[-0.05262453210030579, 0.0253463494318456, -0.070978984196868, 0.0697066776331399, 0.02265789329817347, 0.01679019719561997, 0.009237098181712427, -0.05136663885679959, 0.01014865269023488, 0.07750731312350576]","[0.2633416950702667, -0.034692030400037766, 0.24880541861057281, 0.20984689891338348, 0.38389649987220764, 0.0742194652557373, -0.052022241055965424, -0.06897825002670288, -0.09352754056453705, 0.018183264881372452]","[0.12507241128744198, 0.19448248369924148, 0.2186690190800882, 0.27072454859387207, -0.02572564026786522, 0.03905179081144663, -0.11621011495601603, 0.2553457006701711, 0.016773728402802838, -0.07102826050272945]"
N64023,fighting,"Latest UFC 245 Fight Card, PPV Line Up","UFC will close out 2019 with a bang, giving MMA fans a championship tripleheader that features title fights at welterweight, featherweight, and women's bantamweight. Now we just need to keep our fingers crossed and hope the injury bug doesn't rear its ugly head!","Latest UFC 245 Fight Card, PPV Line Up UFC will close out 2019 with a bang, giving MMA fans a championship tripleheader that features title fights at welterweight, featherweight, and women's bantamweight. Now we just need to keep our fingers crossed and hope the injury bug doesn't rear its ugly head!","[-0.01753239022463094, 0.03843049552124795, -0.14715887755590298, 0.2655448047639836, 0.18010496917192387, 0.07456419545467147, 0.009907319088862882, 0.041512778187860436, -0.03236314303109855, 0.06672234386850537]","[0.14368779957294464, 0.13058409094810486, 0.2613079249858856, 0.20373199880123138, 0.283621221780777, 0.15393760800361633, 0.07599679380655289, 0.2829393446445465, -0.10090956836938858, 0.1848723441362381]","[0.18593073142063857, 0.07395402248286816, 0.2042600249838192, 0.22163755049527728, 0.03164528022835754, 0.0024055149953728272, -0.1801790680636566, 0.057580192055020796, 0.039162907261802875, -0.07676034311680781]"
N35896,fighting,"Walker on quick KOs: 'I want to fight, but I hit them and they fall'",Light heavyweight prospect Johnny Walker wants a chance to show more of his skills in the Octagon.,"Walker on quick KOs: 'I want to fight, but I hit them and they fall' Light heavyweight prospect Johnny Walker wants a chance to show more of his skills in the Octagon.","[-0.0519745017297051, -0.0026493985382504306, -0.08036171981173978, 0.09621039380958737, 0.03816004661129067, 0.029428575769666288, 0.024749725564673957, 0.017571080226565842, -0.031581813019096926, -0.01953582241979796]","[0.15593808889389038, -0.09897667914628983, 0.27691450715065, 0.14690400660037994, 0.23724810779094696, -0.019356658682227135, 0.16665945947170258, -0.15369857847690582, -0.08549521863460541, 0.07394424080848694]","[0.14735656413525708, 0.23507669594577701, 0.3078388457213764, 0.20699323159566996, -0.11647262984271876, 0.13019939889616858, -0.13373863137214437, -0.009639374585537269, 0.01965221627393753, -0.020420630274391758]"
N45835,golf,Column: Griffin values free golf lesson from a caring pro,Steve Prater can recall only one time in more than 30 years as a PGA professional that he refused payment for a golf lesson.,Column: Griffin values free golf lesson from a caring pro Steve Prater can recall only one time in more than 30 years as a PGA professional that he refused payment for a golf lesson.,"[-0.021924545229880806, 0.14130713732180208, 0.01765738510446464, 0.07046325795102608, -0.14323172105555998, -0.0965908353153059, -0.04531101974538194, -0.058098134732506274, -0.08848718962263918, -0.012575814573910169]","[0.16061849892139435, -0.15493328869342804, -0.01313805766403675, -0.3833078145980835, 0.05627668648958206, -0.04488217085599899, 0.20504380762577057, -0.2376348078250885, -0.13485535979270935, 0.06819891929626465]","[0.11548764069512983, 0.09297263677263022, -0.002022418170224287, -0.23695044460642584, 0.1670854000574012, 0.36460021282556787, 0.10524847684325953, -0.019538055338756365, 0.07751976320414976, 0.03185916131260312]"
N24689,golf,Ian Poulter posts incredible video of flooded Japan golf course hosting PGA Tour,"A ridiculous amount of rain hit Japan on Friday, pushing back the second round of the PGA Tour's Zozo Championship.","Ian Poulter posts incredible video of flooded Japan golf course hosting PGA Tour A ridiculous amount of rain hit Japan on Friday, pushing back the second round of the PGA Tour's Zozo Championship.","[0.06457639898111145, 0.3644337025876919, 0.1422399989951319, 0.2557333557706464, -0.19919062903508378, -0.32334105714836625, -0.012669883063476035, -0.13293402871221657, -0.0509642425936557, -0.08735433796714899]","[0.3597220778465271, 0.10689404606819153, -0.1362282633781433, -0.26356571912765503, 0.004832449369132519, 0.004444246646016836, -0.03368055820465088, -0.04637657105922699, -0.26788216829299927, 0.10582365095615387]","[0.2608936596032637, -0.04127930990396801, -0.047168995346563276, -0.1335924627851788, 0.08586567640323128, 0.3994825724913322, 0.08858952640469446, 0.0847502574846968, 0.02414993627019837, -0.06956972472351063]"
N25835,golf,Tiger Woods claims historic 82nd title with Zozo Championship victory,Woods closed out an historic victory as he moved level with Sam Snead on the all-time PGA Tour list.,Tiger Woods claims historic 82nd title with Zozo Championship victory Woods closed out an historic victory as he moved level with Sam Snead on the all-time PGA Tour list.,"[0.15365378787347764, 0.4552345184591706, 0.20534183646612014, 0.2489726067931727, -0.12074400139445146, -0.13463660964084617, -0.02326278180249348, -0.029238404657922126, -0.024028439992175125, 0.1067188091786787]","[0.31553587317466736, 0.19579903781414032, -0.006294597405940294, -0.18378226459026337, -0.03140227869153023, 0.13814564049243927, 0.2257085144519806, -0.26951268315315247, 0.059624724090099335, -0.027960753068327904]","[0.29422849990255723, -0.10616603007149397, -0.06677225069455098, -0.07856087433458075, 0.02855392795113451, 0.30776972549127907, -0.03774512744017438, -0.02193408070297835, -0.053891942240517084, 0.02984727655656227]"
N9922,golf,Swing Sequence: Joaquin Niemann,The first person from Chile to win on the PGA Tour,Swing Sequence: Joaquin Niemann The first person from Chile to win on the PGA Tour,"[0.0209251402146036, 0.3117363964247382, 0.14628228544210553, 0.20512932598372324, -0.09958053074417014, -0.3123062445952249, 0.032136033765650496, -0.05210150873758082, -0.07257274152633267, -0.07938491189492117]","[0.3069320619106293, 0.05059955269098282, -0.1454649269580841, -0.19495093822479248, -0.09341557323932648, 0.161817267537117, 0.18454688787460327, -0.2893271744251251, 0.03315182030200958, -0.045654360204935074]","[0.3139454728534478, -0.015047338382462418, 0.0038461832922859125, -0.17917509411678864, 0.024477118542312278, 0.2770554277310558, -0.041025280761011786, 0.12937507378826713, 0.0008056887654980934, 0.11919761195654603]"
